restaurant_id,location_id,rest_type_id,listing_id,listing_city_id,name,address,phone,url,cost_for_two
40460,9,7,3,11,"""High Ultra Lounge""","""26/1 , 31st Floor, Dr. Rajkumar Road, World Trade Centre, Brigade Gateway Campus, Malleshwaram, Bangalore""","""080 49653120""","""https://www.zomato.com/bangalore/high-ultra-lounge-malleshwaram?context=eyJzZSI6eyJlIjpbIjE4MjI0NjcyIiw1NzE3NywiNTY0NzIiLCIxODMwNTYzMCIsIjUyNzEzIiwiNTUwMTEiLCIxODQ5OTcxOCIsIjE4NjI1NTIyIiwiNTM2NjAiLCI1MzEyMyIsIjE4NjAxMDU4IiwiNTk0MDkiXSwidCI6Ik5pZ2h0bGlmZSBSZXN0YXVyYW50cyBpbiBNYWxsZXNod2FyYW0ifX0=""",2600
4043,10,4,2,12,"""Park N Eat""","""Near kaka singh dhaba, RMZ eco world backgate""","""+91 9606628430
+91 9035358051""","""https://www.zomato.com/bangalore/park-n-eat-1-marathahalli?context=eyJzZSI6eyJlIjpbIjE4ODY4MzUyIiwiMTg1NzA5MDgiLCI1NTYyMCIsIjE4NjYwNjEyIiw2MTUxMSwiNTg0NDIiLCIxODU5NTg4OSIsIjUxMzM1IiwiMTg3MTcwODYiLCIxODY4MDIwNSIsIjE4NjM2NjUwIiwiMTg4MDI2OTIiLCIxODg5NTMzNSIsIjU1NDY5IiwiMTg1Njg3NzQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==""",300
25635,11,1,2,13,"""Ocean's Delight""","""89/2, 3rd Main, Diagonal Road, Ramaiah Layout, Old Nilgiris Road, Kacharakanahalli, Kammanahalli, Bangalore""","""+91 9902375380""","""https://www.zomato.com/bangalore/oceans-delight-kammanahalli?context=eyJzZSI6eyJlIjpbIjE4NDg5MTMzIiwiMTg2Nzg1NjAiLCI1MzcwMSIsIjE4NjcyMTEzIiwxODA4OTY5MiwiMTgyMjk4OTEiLCIxODc1NTYzNiIsIjE4NzUxMTYwIiwiMTg4OTU3MTQiLCIxODUxMTIzOSIsIjE4NzI0MDAxIiwiMTg5MzUyNDUiLCIxODU3NDY0OCIsIjUwNzMxIiwiNTE1NjciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEthbW1hbmFoYWxsaSJ9fQ==""",700
15447,6,4,1,6,"""Masala Central""","""Shop 15, St.Johns Church Road, Cleveland Town, Frazer Town, Bangalore""","""+91 9923703155""","""https://www.zomato.com/bangalore/masala-central-frazer-town?context=eyJzZSI6eyJlIjpbIjE4Mzc1NTAyIiwiNTQyNjQiLCIxODgxMTAyNCIsIjE4ODU1OTc5IiwxODY0OTMxMCwiNTc5NzgiLCIxODIzMTE4NyIsIjE4Mzc1NTMxIiwiNTE2NTkiLCI1MzU4NyIsIjYwNTMzIiwiMTgyNDY1MzIiLCI1MjkzNSIsIjU3MTIxIiwiMTg3MjY3NTciLCIxODE0ODkzMyIsIjU0Mzg2IiwiNTIxMTQiLCI1MTgyNSIsIjE4MjA4Mzk2IiwiNTU3MjYiLCIxODgzNjE5MSJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gRnJhemVyIFRvd24ifX0=""",300
12065,12,8,2,14,"""Just Baked""","""64, 2nd Cross, Adams Avenue Building, Lakshman Mudaliar Street, Commercial Street, Bangalore""","""+91 8123331237
+91 9343037928""","""https://www.zomato.com/bangalore/just-baked-commercial-street?context=eyJzZSI6eyJlIjpbIjE4ODY3MDA0IiwiMTg2MDk0ODUiLCI1NDAwOCIsIjE4OTAzMDkwIiw1NDM2NSwiNjA4MTQiLCIxODIxNjY3MSIsIjE4NDEzOTMyIiwiMTg1NTQ2NjQiLCIxODY2Mjk4NiIsIjE4NjcyNjE2IiwiMTg2NTE1MTMiLCIxODcxMzQzNiIsIjE4NzIyMzUyIiwiMTg3MTk0NzkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIENodXJjaCBTdHJlZXQifX0=""",400
21345,13,4,1,15,"""Sri Guru Kottureshwara Davangere Benne Dosa""","""49/1, Subbaraoshetty Road, Netkallappa Circle, Basavanagudi, Bangalore""","""+91 9448305384
+91 9060079480""","""https://www.zomato.com/bangalore/sri-guru-kottureshwara-davangere-benne-dosa-basavanagudi?context=eyJzZSI6eyJlIjpbIjUwMjQ5IiwiMTg2NzcyMDQiLCIxODM3NzcwMCIsIjU5OTIwIiw1Mjk5MywiMTg5NDg4OTYiLCI1MDcxMiIsIjUyODYzIiwiMTg1OTk2NjYiLCIxODg2Njg2OCIsIjE4NDU3NjM0IiwiNTMzNDAiLCIxODY2MzkwMCIsIjE4Nzg5NTM1IiwiMTg3MjMzODYiLCIxODU1OTIxMSIsIjYwMzU0IiwiNTcyODIiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEpheWFuYWdhciJ9fQ==""",150
50081,14,9,4,16,"""The Fisherman's Wharf""","""26, Opposite Shubh Enclave, Ambalipura Village, Sarjapur Road, Bangalore""","""080 45128640""","""https://www.zomato.com/bangalore/the-fishermans-wharf-sarjapur-road?context=eyJzZSI6eyJlIjpbIjU1ODQ2IiwiMTg1ODU3MzMiLCIxODM2MjQ0NCIsIjE4NDIyODk4Iiw1MzE0NCwiMTg2Mjk2MDciLCIxODYxNDk1OSIsIjE4NDMwNzcxIiwiMTg2MjI0MTAiLCIxODUzODYyMSIsIjU2ODA4IiwiMTg4NjY2MzAiLCIxODUzMTA2NyIsIjE4NTY3NDkwIiwiMTgyODA1OTYiXSwidCI6IlB1YnMgJmFtcDsgQmFycyBpbiBTYXJqYXB1ciBSb2FkIn19""",1400
27394,3,1,2,9,"""Once Upon A Flame""","""36, 1st Floor, 14th Main Road, 7th Sector, 80 Feet Main Road, Opposite Vedantu Online Learning Center, HSR, Bangalore""","""+91 7760533337""","""https://www.zomato.com/bangalore/once-upon-a-flame-hsr?context=eyJzZSI6eyJlIjpbIjE4NjMyMjI0IiwiMTg2Mzc2OTQiLCIxODY1ODE0NiIsIjE4MTk4OTA5IiwxODE2MDA5MywiMTgxNDA4MjIiLCIxODYxMTUxNSIsIjE4Mjk4MjcxIiwiMTg3MDA5MTUiLCI2MTAxOSIsIjUxMTc2IiwiNTAzNjIiLCIxODM4NzM5MyIsIjE4Nzg1MTEyIiwiMTg4OTU4NDkiLCIxODc4MjU5MSIsIjE4ODEyODU5IiwiMTg3NzgxODIiLCI1MzIxMiIsIjE4ODU1OTU3IiwiMTg0NTU2MTAiLCIxODU5MDM0MiIsIjE4NTk3NDQ1IiwiMTg1MjI1ODgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDR0aCBCbG9jayJ9fQ==""",1200
2632,5,1,2,17,"""Andhra Ruchulu""","""1319, 100 Feet Road, 2nd Phase, JP Nagar, Bangalore""","""+91 8970409660
+91 9900262033""","""https://www.zomato.com/bangalore/andhra-ruchulu-1-jp-nagar?context=eyJzZSI6eyJlIjpbIjU1OTgxIiwiMTg1MTI4ODYiLCIxODQ4NzIwMCIsIjE4ODg2ODUxIiwxODU0NjM1MSwiMTgyNzAzNDgiLCIxODkyMjc0NyIsIjUxNDAzIiwiNTM3MjMiLCIxODU1ODUwOCIsIjE4NTQ5ODIyIiwiMTgxNjAwODEiLCIxODY1MTQ1NCIsIjU5MjUxIiwiMTg2MzUxMzMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==""",800
13484,1,1,2,1,"""Lakshmi Rayalaseema Ruchilu""","""4th Cross, RK Layout, Bommasandra, Hebbagodi, Electronic City, Bangalore""","""+91 9066216659""","""https://www.zomato.com/bangalore/lakshmi-rayalaseema-ruchilu-electronic-city?context=eyJzZSI6eyJlIjpbIjE4NzM3Mzg4IiwiMTg1MDkxMTUiLCIxODQ2NzIzNSIsIjE4MTYyODc4IiwxODU1NjM2MCwiNjA0NjQiLCIxODY3NTI1MCIsIjE4NTI5ODMwIiwiMTg4MDA5MjUiLCIxODYxOTk0MCIsIjE4NjQ5MjE0IiwiMTg1NzE2OTIiLCIxODM5Njc5MiIsIjE4MzU5OTA5IiwiNTY3MTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEVsZWN0cm9uaWMgQ2l0eSJ9fQ==""",600
29971,3,4,2,18,"""Homifoo""","""1105, 10th cross, 21st main, HSR, Sector 1""","""+91 9206298204""","""https://www.zomato.com/homifoo?context=eyJzZSI6eyJlIjpbIjYwNTUyIiwiMTg5MjU4MjEiLCIxODQ4OTA5OSIsIjE4NzcyNDg1IiwxODQ4OTMxMywiMTg0NDgzNzciLCIxODYzMTU1OSIsIjUxNzYzIiwiMTg4OTM3NDUiLCIxODM3MTI4MyIsIjE4MjAyOTg4IiwiMTg3MzY0MDQiLCI2MTMxMCIsIjE4Nzk5NTQzIiwiNTgyNDMiLCIxODc4MTU5NSIsIjYwODAzIiwiNjE1MTciLCIxODQxNDM3NSIsIjE4MzYyNDQzIiwiMTg3MjkzOTQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDV0aCBCbG9jayJ9fQ==""",300
17013,3,10,1,3,"""Vintage Shack""","""1081, First Floor, 18th Cross, 14th Main, Sector 3, HSR, Bangalore""","""080 49652190""","""https://www.zomato.com/bangalore/vintage-shack-hsr?context=eyJzZSI6eyJlIjpbIjU3OTgwIiwiNTI0ODgiLCI1ODM3OSIsIjE4NDcyMzk5IiwxODQ2NjkwMywiMTg0MzA3ODMiLCIxODgwMjU3MSIsIjUxNTgwIiwiNTgwODEiLCI1MTk1MiIsIjU4MTI5IiwiNTk4NDYiLCIxODgxMTAzOCIsIjE4NjExNTE1IiwiNTI0MjgiLCIxODQ4OTExOCIsIjE4NjI3NTQzIiwiMTg5MDMzMjEiLCI1NTIyNSIsIjE4NDkzMjkwIiwiMTg1ODI0MjQiLCIxODgwNzk0NyIsIjUzNzgyIiwiMTg2MjQyODEiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==""",900
37521,7,4,1,8,"""Kolkata Restaurant""","""54, Someshwara Nagar Main Road, 1st Block, Near Brand Factory, Jayanagar, Bangalore""","""+91 9886808804""","""https://www.zomato.com/bangalore/kolkata-restaurant-jayanagar?context=eyJzZSI6eyJlIjpbIjUxMTU0IiwiMTg2NTEzNzYiLCI1OTM1NCIsIjE4NTAzNzQ2Iiw2MTQwOCwiMTg1Nzc5NTgiLCIxODU2MzkyNyIsIjYxMTE3IiwiMTg2NjI2NjMiLCIxODk1MjM5NCIsIjE4ODE1MDgzIiwiNjEwMTAiLCIxODM1MzA5OCIsIjE4NzUxODc3IiwiMTg4ODUzNDIiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDd0aCBCbG9jayJ9fQ==""",300
36329,15,11,2,8,"""Bombay Kulfi""","""45, Jakkasandra Cross, Koramangala 1st Block, Bangalore""","""+91 9980934503""","""https://www.zomato.com/bangalore/bombay-kulfi-1-koramangala-1st-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4OTQzMjU0IiwiMTg2NDIyMTMiLCIxODkxOTgyOCIsIjE4MjMyNjU2IiwxODg4NTkzMCwiMTgzNjI0MDEiLCIxODY1MTM3NiIsIjYxNDA4IiwiNTgwNDAiLCIxODU3Nzk1OCIsIjE4OTQ0MDk4IiwiMTg0MzM5MjIiLCI2MTExNyIsIjE4NjYyNjYzIiwiNjEwMTAiLCIxODYwNDE4MCIsIjE4OTU5ODA4IiwiMTg5NjI5MzQiLCIxODk2NjE4MSIsIjE4OTY1MDkzIiwiMTg3MzI5NjEiLCIxODc5Nzc4MCIsIjE4NDcwNzc3Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBLb3JhbWFuZ2FsYSA3dGggQmxvY2sifX0=""",150
47397,16,12,2,19,"""The Good Bowl""","""Shop 1, 10Th Main 10Th Cross Road, Vasanth Nagar, Bangalore""","""+91 7400437036""","""https://www.zomato.com/bangalore/the-good-bowl-vasanth-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI5MzkyIiwiMTg1NTIxMzIiLCIxODY0OTMxMCIsIjE4NzM4MjIzIiwxODg3OTA4MSwiNTA3MDkiLCIxODQzMDM2OCIsIjU4MDkxIiwiMTg3NDQ0OTYiLCI1NDMxNiIsIjU0MTIwIiwiMTg3NzgwMjciLCIxODA4ODY0MSIsIjYwNjczIiwiMTg3MDEwNzYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIFJlc2lkZW5jeSBSb2FkIn19""",500
39286,16,4,1,20,"""Srinidhi Real Food""","""17, Miller Tank Bunk Road, Near Jain Hospital, Vasanth Nagar, Bangalore""","""080 41269997
+91 9379829997""","""https://www.zomato.com/bangalore/srinidhi-real-food-vasanth-nagar?context=eyJzZSI6eyJlIjpbIjE4NzgyMTM3IiwiMTg4MTI4MjUiLCI1MzM2NiIsIjYwNTI5Iiw1Mjg0MSwiNTgwMTciLCI1NTcxMSIsIjU1NzY0IiwiMTgyMTY2NTEiLCIxODMwNDc4MSIsIjU0Mzg4IiwiNTMzNzQiLCIxODUzMjQwMCIsIjU4MzI5IiwiMTgyMDgzOTUiLCI1ODA1MSIsIjU5ODA5IiwiNTI2NjIiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIExhdmVsbGUgUm9hZCJ9fQ==""",200
45254,17,11,2,21,"""Tuffreys""","""Escape Food Mall, Bagmane Tech Park, C V Raman Nagar, Bengaluru""","""+91 9060070070""","""https://www.zomato.com/bangalore/tuffreys-cv-raman-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTg5OTMwIiwiMTg3MDc1ODUiLCI2MDU5NCIsIjUwNDM3IiwxODY1ODA1NCwiMTg2NzExNzAiLCIxODM1OTkxNCIsIjE4NjQyMDM3IiwiNTc3MzIiLCI2MTA5NSIsIjE4MzU2NDI3IiwiMTgzODYyNTMiLCI1OTkxMSIsIjE4NjE1MjgwIiwiNjExNjUiLCI1NzU0OSIsIjUwNzUyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBPbGQgQWlycG9ydCBSb2FkIn19""",250
36606,18,1,1,8,"""Kebarbiq""","""7, Hosur Main Road, Opposite Forum Mall, Koramangala 7th Block, Bangalore""","""080 25534444
+91 8939080649""","""https://www.zomato.com/bangalore/kebarbiq-koramangala-7th-block?context=eyJzZSI6eyJlIjpbIjE4NjYwNDAyIiwiMTg4MTE5MDQiLCIxODY4MTMzOSIsIjE4NTQxMzY4IiwxODQzMjk2NiwiMTg3Njk3NDkiLCIxODU2NzM0OCIsIjUxNDE4IiwiMTg4OTM5NjMiLCI2MTQ4MSIsIjUwMDEzIiwiMTgwODk2OTciLCIxODY1MTY1OCIsIjU2NDY2IiwiMTg1OTM1MDQiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDd0aCBCbG9jayJ9fQ==""",800
47305,19,13,5,19,"""Happy Belly Bakes""","""6/2, Primrose Road, MG Road, Bangalore""","""080 48654072""","""https://www.zomato.com/bangalore/happy-belly-bakes-mg-road?context=eyJzZSI6eyJlIjpbIjU4Mzg1IiwiMTg1Mjk4MTYiLCIxODc2MDM4NiIsIjE4MzkxNjA3IiwxODU2MDM3OCwiMTg3NDAxNjciLCIxODE2Mzg0NSIsIjE4NjYxMzI2IiwiMTg1ODAzMDIiLCIxODc1MjAyNSIsIjE4NzEyODIxIiwiMTg3MDc0NjkiLCI2MTM5NiIsIjU1Nzk1IiwiNTM3NTIiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIFJlc2lkZW5jeSBSb2FkIn19""",500
34082,18,1,1,10,"""Axomi - Taste of Assam""","""360, 2nd Floor, Near HDFC Bank,7th Block, Koramangala 7th Block, Bangalore""","""+91 9620664830
+91 8861961633""","""https://www.zomato.com/bangalore/axomi-taste-of-assam-koramangala-7th-block?context=eyJzZSI6eyJlIjpbIjE4ODA4MzQzIiwiNTA5NjEiLCI1NTYzNiIsIjE4NDI0MDYwIiw1NDE0NywiMTgzNDYzNDEiLCI1MDYwOSIsIjE4NjY0NjY4IiwiMTg2NjYyNDciLCI1NDk1OCIsIjE4NjYwNDAyIiwiMTg2NjYyODciLCIxODkyNzM0NyIsIjE4OTQxNDIyIiwiMTg3NjgxNDQiLCIxODgxMTkwNCIsIjE4NTM1NjAyIiwiMTg3NTY4NzAiLCI1MDAwNCIsIjE4NjQ0Mzc0IiwiNTE4ODAiLCI1NDU0NiIsIjU4NzYyIl0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBLb3JhbWFuZ2FsYSA2dGggQmxvY2sifX0=""",500
28371,20,4,1,9,"""The Shawarma Shop""","""417/1, 100 Ft Roa, Koramangala 4th Block, Bangalore""","""+91 9343665007""","""https://www.zomato.com/bangalore/the-shawarma-shop-koramangala-4th-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODk3NjY2IiwiNTUzODgiLCIxODAyMzA5OSIsIjE4ODU1ODQ0IiwxODkyMTAyOSwiNTE3MjYiLCI1MjY4NyIsIjE4NjUyMDQ2IiwiMTg0OTI1ODUiLCIxODMwNTYyOSIsIjE4Nzk0ODExIiwiMTg2Nzc3MDIiLCIxODY0NTgwMCIsIjE4ODIxNzY0IiwiMTg2NzgwNDIiLCIxODQzMDM2MiIsIjU0MTYyIiwiNTEwNDAiLCIxODg0MzY5OSIsIjE4Mzg1NDQzIiwiMTg3Mjc5MDYiLCI1ODQxMyIsIjE4NzcyMDk0IiwiNTgzNDkiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDR0aCBCbG9jayJ9fQ==""",250
5234,21,4,2,22,"""Hotel Ramprasad""","""123, Brigade Road, Bangalore""","""+91 9886723465""","""https://www.zomato.com/bangalore/hotel-ramprasad-brigade-road?context=eyJzZSI6eyJlIjpbIjE4NzUyMjcwIiwiMTg4ODE5MzkiLCIxODYyMzEwNiIsIjE4NDMwNzU1IiwxODMyNTI5NSwiMTg5MjE1MzAiLCIxODU5MjA4OCIsIjE4ODkzNzY4IiwiMTg0ODAwNTUiLCIxODQ0MzA5MSIsIjU2MzUxIiwiNTY2NTQiLCIxODM4NTQ1NCIsIjU3NjQwIiwiMTg1OTg1NjEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==""",300
